plot_id,year,date,date2,yield_DM,yield15,frac,DM,reg,dicot,monocot,cirar,equar,soil,volunteer,clover,lolpe,radish,senss,verss,capbp,paprh,cirss,gerss,matin,tarof,ephex,lamss,weedcov
3_16_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.14,65.28,6.25,8.33,0,0,0,0,0,0,0,0,0,0,NA,0
3_16_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,30.33,56.56,2.46,10.66,0,0,0,0,0,0,0,0,0,0,NA,0
3_16_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,29.59,70.41,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_16_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,26.63,73.37,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_16_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,24.48,66.43,5.59,3.5,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,25,21,0,0,54,0,0,0,0,0,0,0,0,0,NA,0
3_18_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,24,26,0,0,50,0,0,0,0,0,0,0,0,0,NA,0
3_18_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,40.4,2.02,0,0,57.58,0,0,0,0,0,0,0,0,0,NA,0
3_18_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,15.13,58.82,0,26.05,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,23,64,0,13,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,11,53,0,36,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,26.56,73.44,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,17.91,82.09,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,13.64,84.85,0,1.52,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,31.07,65.05,0,0,0,0,0.97,0,2.91,0,0,0,0,0,NA,3.88
3_18_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,27.84,63.92,8.25,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_18_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,22.45,54.08,12.24,6.12,0,0,0,5.1,0,0,0,0,0,0,NA,5.1
3_18_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,38.52,27.87,0,0,33.61,0,0,0,0,0,0,0,0,0,NA,0
3_18_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,37.82,32.77,0,0,29.41,0,0,0,0,0,0,0,0,0,NA,0
3_18_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,35.46,19.15,0,0,45.39,0,0,0,0,0,0,0,0,0,NA,0
3_19_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,27.27,7.27,0,0,65.45,0,0,0,0,0,0,0,0,0,NA,0
3_19_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,24.35,17.39,0,0,58.26,0,0,0,0,0,0,0,0,0,NA,0
3_19_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,22.88,12.71,0,0,64.41,0,0,0,0,0,0,0,0,0,NA,0
3_19_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,19.44,29.63,4.63,42.59,0,0,0,0,0,0,3.7,0,0,0,NA,3.7
3_19_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,27.27,32.23,0.83,34.71,0,0,0,0,0,0,0,0,4.96,0,NA,4.96
3_19_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,21.19,30.51,2.54,44.07,0,0,0,0,0,0,1.69,0,0,0,NA,1.69
3_19_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,12.5,84.38,0,3.13,0,0,0,0,0,0,0,0,0,0,NA,0
3_19_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,10.94,87.5,0,1.56,0,0,0,0,0,0,0,0,0,0,NA,0
3_19_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_19_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,43.8,54.55,0,0,0,0,0,0,0,0,1.65,0,0,0,NA,1.65
3_19_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,21.57,77.45,0,0,0,0,0,0,0,0,0.98,0,0,0,NA,0.98
3_19_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,32.1,67.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_19_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,22.5,33.75,0,0,43.75,0,0,0,0,0,0,0,0,0,NA,0
3_19_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.99,45.68,0,0,33.33,0,0,0,0,0,0,0,0,0,NA,0
3_19_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,45.83,0,0,29.17,0,0,0,0,0,0,0,0,0,NA,0
3_20_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,20.31,7.81,0,0,71.88,0,0,0,0,0,0,0,0,0,NA,0
3_20_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.31,17.19,0,0,62.5,0,0,0,0,0,0,0,0,0,NA,0
3_20_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,14.06,1.56,0,0,84.38,0,0,0,0,0,0,0,0,0,NA,0
3_20_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,18.75,79.69,0,0,0,0,0,0,0,0,1.56,0,0,0,NA,1.56
3_20_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,21.88,40.63,0,0,0,0,0,0,0,12.5,25,0,0,0,NA,37.5
3_20_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,12.5,43.75,0,23.44,0,0,0,0,0,0,20.31,0,0,0,NA,20.31
3_20_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,4.69,93.75,0,0,0,1.56,0,0,0,0,0,0,0,0,NA,1.56
3_20_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,23.44,76.56,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_20_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,20.31,78.13,0,0,0,0,0,0,0,0,1.56,0,0,0,NA,1.56
3_20_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,76.56,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_20_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,31.25,68.75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_20_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_20_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,26.56,45.31,0,0,28.13,0,0,0,0,0,0,0,0,0,NA,0
3_20_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,9.38,78.13,0,0,12.5,0,0,0,0,0,0,0,0,0,NA,0
3_20_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,18.18,18.18,0,9.09,54.55,0,0,0,0,0,0,0,0,0,NA,0
3_26_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,18.75,29.69,0,0,51.56,0,0,0,0,0,0,0,0,0,NA,0
3_26_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,18.75,37.5,0,0,43.75,0,0,0,0,0,0,0,0,0,NA,0
3_26_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,11.59,14.49,0,0,73.91,0,0,0,0,0,0,0,0,0,NA,0
3_26_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,17.19,82.81,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,9.38,79.69,0,10.94,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,23.38,61.04,0,7.79,0,0,0,0,0,0,7.79,0,0,0,NA,7.79
3_26_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,14.06,85.94,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,12.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,76.56,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,28.13,71.88,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_26_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,17.19,56.25,0,14.06,0,0,0,0,0,0,12.5,0,0,0,NA,12.5
3_26_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,18.75,54.69,0,0,26.56,0,0,0,0,0,0,0,0,0,NA,0
3_26_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,15.63,37.5,0,0,46.88,0,0,0,0,0,0,0,0,0,NA,0
3_26_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,18.75,10.94,0,0,70.31,0,0,0,0,0,0,0,0,0,NA,0
3_27_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,13.33,16.67,0,0,70,0,0,0,0,0,0,0,0,0,NA,0
3_27_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.97,27.42,0,0,51.61,0,0,0,0,0,0,0,0,0,NA,0
3_27_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,32.81,3.13,0,0,64.06,0,0,0,0,0,0,0,0,0,NA,0
3_27_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,21.88,78.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.97,69.35,1.61,8.06,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,7.81,37.5,21.88,32.81,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,17.19,82.81,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,21.88,71.88,0,0,0,0,0,0,0,0,6.25,0,0,0,NA,6.25
3_27_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,26.56,62.5,0,0,0,0,10.94,0,0,0,0,0,0,0,NA,10.94
3_27_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,28.57,71.43,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,29.69,70.31,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_27_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,20,78.33,0,0,0,0,0,0,0,0,1.67,0,0,0,NA,1.67
3_27_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,24.24,53.03,0,0,22.73,0,0,0,0,0,0,0,0,0,NA,0
3_27_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,23.21,75,0,0,1.79,0,0,0,0,0,0,0,0,0,NA,0
3_27_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,23.44,43.75,0,0,32.81,0,0,0,0,0,0,0,0,0,NA,0
3_28_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,14.06,43.75,0,0,42.19,0,0,0,0,0,0,0,0,0,NA,0
3_28_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.31,12.5,0,0,67.19,0,0,0,0,0,0,0,0,0,NA,0
3_28_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,12.5,17.19,0,0,70.31,0,0,0,0,0,0,0,0,0,NA,0
3_28_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,17.19,78.13,0,4.69,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,18.75,67.19,0,14.06,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,14.06,64.06,0,21.88,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,21.88,78.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,15.63,84.38,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,26.56,71.88,0,0,0,0,0,0,0,0,1.56,0,0,0,NA,1.56
3_28_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,34.38,65.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_28_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,18.75,60.94,0,0,20.31,0,0,0,0,0,0,0,0,0,NA,0
3_28_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.31,60.94,0,0,18.75,0,0,0,0,0,0,0,0,0,NA,0
3_28_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,35.94,48.44,0,0,15.63,0,0,0,0,0,0,0,0,0,NA,0
3_41_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,4.69,71.88,0,23.44,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,18.75,76.56,0,4.69,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,12.5,81.25,0,6.25,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,3.13,68.75,1.56,26.56,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,12.5,67.19,0,20.31,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,17.19,43.75,0,39.06,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,21.88,0,0,54.69,0,0,0,0,0,0,0,0,0,NA,0
3_41_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,15.63,28.13,0,0,56.25,0,0,0,0,0,0,0,0,0,NA,0
3_41_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,15.63,4.69,0,0,79.69,0,0,0,0,0,0,0,0,0,NA,0
3_41_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,34.38,35.94,0,0,29.69,0,0,0,0,0,0,0,0,0,NA,0
3_41_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,20.31,54.69,0,0,25,0,0,0,0,0,0,0,0,0,NA,0
3_41_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,26.56,51.56,0,0,21.88,0,0,0,0,0,0,0,0,0,NA,0
3_41_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,10.94,89.06,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_41_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,7.81,71.88,0,20.31,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,14.06,78.13,0,7.81,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,64.06,0,10.94,0,0,0,0,0,1.56,0,0,0,0,NA,1.56
3_43_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,14.06,50,1.56,31.25,0,0,0,0,0,3.13,0,0,0,0,NA,3.13
3_43_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,30.16,41.27,1.59,7.94,0,0,0,19.05,0,0,0,0,0,0,NA,19.05
3_43_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,21.88,0,0,0,78.13,0,0,0,0,0,0,0,0,0,NA,0
3_43_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,31.15,4.92,0,0,63.93,0,0,0,0,0,0,0,0,0,NA,0
3_43_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,23.44,1.56,0,0,75,0,0,0,0,0,0,0,0,0,NA,0
3_43_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,56.25,0,0,20.31,0,0,0,0,0,0,0,0,0,NA,0
3_43_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,26.23,55.74,0,0,18.03,0,0,0,0,0,0,0,0,0,NA,0
3_43_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,21.88,67.19,0,0,10.94,0,0,0,0,0,0,0,0,0,NA,0
3_43_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,20.37,79.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_43_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,27.87,72.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,12.5,84.38,0,3.13,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_01,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,21.88,71.88,0,6.25,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,20.97,50,4.84,24.19,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,10.94,48.44,0,40.63,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,21.88,26.56,4.69,42.19,0,0,0,0,0,4.69,0,0,0,0,NA,4.69
3_44_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,31.25,17.19,0,0,51.56,0,0,0,0,0,0,0,0,0,NA,0
3_44_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,25.4,49.21,0,0,25.4,0,0,0,0,0,0,0,0,0,NA,0
3_44_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,21.88,14.06,0,0,64.06,0,0,0,0,0,0,0,0,0,NA,0
3_44_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,17.19,65.63,0,0,17.19,0,0,0,0,0,0,0,0,0,NA,0
3_44_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,22.73,36.36,0,0,40.91,0,0,0,0,0,0,0,0,0,NA,0
3_44_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,12.5,65.63,0,0,21.88,0,0,0,0,0,0,0,0,0,NA,0
3_44_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,20.31,79.69,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,34.38,65.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_44_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,26.56,73.44,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,39.06,60.94,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,39.06,60.94,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,25,60.94,0,0,0,0,0,0,0,14.06,0,0,0,0,NA,14.06
3_46_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,20.31,0,0,56.25,0,0,0,0,0,0,0,0,0,NA,0
3_46_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,37.5,20.31,0,0,42.19,0,0,0,0,0,0,0,0,0,NA,0
3_46_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,15.63,23.44,0,0,60.94,0,0,0,0,0,0,0,0,0,NA,0
3_46_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,21.88,78.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,15.63,81.25,0,0,3.13,0,0,0,0,0,0,0,0,0,NA,0
3_46_04,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,15.63,67.19,0,0,17.19,0,0,0,0,0,0,0,0,0,NA,0
3_46_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,20.31,79.69,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,25,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_05,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,18.75,81.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,9.38,90.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_46_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,10.94,87.5,0,0,0,0,0,0,0,0,1.56,0,0,0,NA,1.56
3_46_06,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,15.63,84.38,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3_47_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,26.23,60.66,0,13.11,0,0,0,0,0,0,0,0,0,0,NA,0
3_47_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,29.69,59.38,0,10.94,0,0,0,0,0,0,0,0,0,0,NA,0
3_47_02,2018,09-11-18,2018-11-09,NA,NA,NA,NA,3,NA,NA,NA,NA,17.19,40.63,3.13,31.25,0,0,0,0,0,7.81,0,0,0,0,NA,7.81
3_47_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,1,NA,NA,NA,NA,23.44,3.13,0,0,73.44,0,0,0,0,0,0,0,0,0,NA,0
3_47_03,2018,09-11-18,2018-11-09,NA,NA,NA,NA,2,NA,NA,NA,NA,26.56,9.38,0,0,64.06,0,0,0,0,0,0,0,0,0,NA,0
